CustomerID,Gender,Age,Geography,Tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,StreamingTV,OnlineSecurity,Churn
CUST00962,male,49,Texas,32,One year,DSL,Bank transfer,96.57,2657.03,yes,Yes,No,Yes
CUST00621,male,28,New York,71,Month-to-month,fiber optic,Electronic check,37.64,2419.38,Yes,Yes,yes,
CUST00626,Female,37,New York,29,Month-to-month,DSL,Mailed check,74.77,2103.74,Yes,no,No,no
CUST01172, Male,65,Texas,45,Month-to-month,dsl,Mailed check,111.25,4507.83,No,Yes,No,no
CUST01109,F,39,California,52,Two year,Fiber optic,Bank transfer,99.75,4939.42,No,No,no,No
CUST00788,F,41,,6,Two year,DSL,Credit card,21.66,139.5,Yes,Yes,Yes,1
CUST00639,F,32,Texas,54,Month-to-month,DSL,Bank transfer,101.89,5539.32,No,No,No,1
CUST01002,female ,45,California,16,Two year,DSL,Credit card,106.9,1859.2,No,No,,N
CUST00552,Male,18,New York,19,Month-to-month,DSL,Electronic check,26.57,539.82,Yes,Yes,No,No
CUST00675,Male,51,TEXAS,65,One year,Fiber optic,Electronic check,69.58,4069.42,No,Yes,no,
CUST00571, Male,32,Texas,67,Two year,DSL,Bank transfer,88.53,5194.13,No,no,No,no
CUST00520,M,76,California,19,One year,No,Credit card,69.91,1287.11,Y,Yes,No,no
CUST01048,Female,33,New York,44,Month-to-month,dsl,Mailed check,28.48,1192.57,no,Yes,Y,No
CUST00536,female ,45,Texas,66,Month-to-month,Fiber optic,electronic check,97.32,6117.18,No,yes,no,Y
CUST00741, Male,39,New York,19,Two year,DSL,Electronic check,37.89,663.61,Yes,Y,NO,No
CUST01192,male,41,california,22,Month-to-month,Fiber optic,Mailed check,62.11,1345.47,N,No,No,FALSE
CUST00480,Female,63,Florida,41,Month-to-month,DSL,Electronic check,47.39,1920.66,No,no,No,No
CUST00094,Female,50,california,48,One year,,Electronic check,109.93,5449.14,No,Yes,No,Yes
CUST01010,Female,82,TEXAS,58,One year,Fiber optic,Electronic check,59.94,3451.75,No,no,no,No
CUST00559,Male,29,New York,61,One year,DSL,Mailed check,56.45,3406.99,YES,Yes,Yes,No
CUST00735,male,46,New York,70,Month-to-month,dsl,Credit card,54.59,4311.58,Yes,No,Yes,no
CUST00856,Female,23,california,12,One year,DSL,Mailed check,73.82,794.95,No,No,No,
CUST00882,F,33,New York,28,One year,No,Credit card,74.01,2138.84,No,no,Y,No
CUST01028,Male,59,California,8,,FIBER OPTIC,Electronic check,107.08,747.03,No,No,No,Y
CUST00205,Male,43,California,16,One year,Fiber optic,Credit card,95.57,1740.5,yes,no,Yes,No
CUST00390,Female,50,,4,One year,DSL,Mailed check,24.76,84.91,N,Yes,No,Y
CUST00787,Male,45,TEXAS,25,Two year,Fiber optic,Bank transfer,54.35,1172.73,No,Yes,Yes,
CUST00861,Female,49,New York,57,Month-to-month,DSL,Bank transfer,46.42,2920.04,No,yes,No,1
CUST00395,Female,41, Florida,3,Month-to-month,,Electronic check,54.81,160.21,No,Yes,Yes,FALSE
CUST00759,male,42,New York,51,One year,Fiber optic,Credit card,84.16,4142.26,Yes,No,no,No
CUST01102,Female,58,California,54,Two year,Fiber optic,Mailed check,91.21,4778.74,No,Yes,Yes,No
CUST01018,Male,39, Florida,11,Two year,Fiber optic,Bank transfer,89.29,1090.32,No,,Yes,0
CUST00636,Male,52,New York,47,Month-to-month,No,Mailed check,56.69,2749.41,No,yes,No,No
CUST00606,Female,25,New York,26,ONE YEAR,DSL,Credit card,61.28,1463.02,No,Yes,yes,No
CUST00950,Male,40,Texas,68,Month-to-month,DSL,Credit card,86.19,5779.41,No,No,no,N
CUST00718,M,45,California,52,One year,DSL,Credit card,115.23,5910.76, No,N,No,No
CUST00677,Female,34,California,9,One year,No,Electronic check,97.39,941.97,Yes,No,No,Yes
CUST00097,Male,58,TEXAS,71,Month-to-month,,Bank transfer,50.2,3606.31,No,no,Yes,N
CUST00797,Female,55,TEXAS,25,Month-to-month,Fiber optic,Bank transfer,26.37,659.7,yes,no,No,yes
CUST00404,Female,18,California,17,One year,No,Credit card,76.78,1411.0,yes,Yes,Yes,TRUE
CUST00498,Male,21,New York,51,Month-to-month,DSL,Electronic check,61.88,3396.58,no,No,no,No
CUST01060,Male,31,New York,30,Two year,DSL,Electronic check,95.84,2527.21,yes,No,No,no
CUST01045,male,18,,2,month-to-month,Fiber optic,Bank transfer,98.75,180.62,Yes,Yes,NO,TRUE
CUST00919,Male,63,California,52,One year,No,Electronic check,94.4,5596.92,No,No,Yes,
CUST00772,Female,43,New York,53,Two year,Fiber optic,Electronic check,28.89,1571.1,Yes,No,Yes,no
CUST00199,Female,57,Texas,9,Two year,DSL,Credit card,46.86,453.11,Yes,No,N,Yes
CUST00133,female ,18,New York,48,One year,No,Credit card,108.12,5327.25,Yes,Yes,no,Y
CUST01040,Female,48,Texas,3,,Fiber optic,Bank transfer,61.82,196.69,YES,No,No,No
CUST00040,Male,37,California,24, Two year,DSL,Mailed check,71.77,1817.88,N,Yes,No,Y
CUST01007,Female,31,New York,1,Month-to-month,Fiber optic,Electronic check,81.69,87.61,Yes,No,no,Yes
CUST00229,male,76,TEXAS,10,One year,DSL,Mailed check,39.3,388.08,No,Y,Yes,No
CUST00376,M,32,California,57,Month-to-month,No,electronic check,58.91,3069.46,YES,yes,Yes,No
CUST00287,Male,60,California,50,ONE YEAR,Fiber optic,Mailed check,68.6,3131.67,No,No,Yes,
CUST00415,Female,55,California,38,Two year,DSL,Mailed check,44.14,1922.83,yes,No,No,no
CUST00389,Female,30,California,14,Month-to-month,DSL,Credit card,116.01,1477.54,Yes,no,no,0
CUST00586,Male,36,Texas,0,Two year,Fiber optic,Electronic check,118.12,0.0,no,Yes,No,Yes
CUST01075,Female,29,California,2,One year,FIBER OPTIC,Bank transfer,54.39,103.94,No,No,Y,No
CUST00641,Female,28,New York,0,Month-to-month,Fiber optic,Bank transfer,32.47,0.0,no,No,Yes,No
CUST00516,Female,42,Texas,70,Two year,DSL,Electronic check,33.21,1993.9,No,no,Yes,no
CUST00063,Male,44,Texas,41,ONE YEAR,fiber optic,Credit card,43.74,1798.47,No,yes,Yes,No
CUST00014,Male,56,New York,70,Month-to-month,No,Credit card,67.49,4892.28,No,No,No,No
CUST01053,Female,35,California,67,Month-to-month,Fiber optic,Electronic check,41.43,2913.3,No,yes,Yes,No
CUST00488,Male,33,California,7,One year,FIBER OPTIC,Electronic check,118.23,910.02,Yes,Yes,Yes,Yes
CUST00377,Male,49,california,41,Month-to-month,Fiber optic,Credit card,82.65,3361.39,No,yes,No,no
CUST00186,Female,52,Texas,2,Two year,Fiber optic,Mailed check,88.89,165.26,No,No,No,N
CUST00756,male,60,Florida,71,Two year,DSL,Electronic check,77.29,6278.21,no,No,Yes,N
CUST00215,Male,44,TEXAS,68,Two year,No,Mailed check,69.95,4926.96,Yes,Yes,Yes,0
CUST00784,Female,18,California,60,Month-to-month,DSL,Bank transfer,39.05,2393.47,Yes,Yes,yes,No
CUST01065,Female,5,Florida,66,Month-to-month,FIBER OPTIC,Credit card,72.68,4885.51,No,Yes,Yes,No
CUST00869,Male,43,New York,20,One year,Fiber optic,Credit card,81.85,1536.44,,Yes,Yes,No
CUST00335,male,53,TEXAS,72,Month-to-month,Fiber optic,Electronic check,57.01,4386.15,no,Yes,Yes,Yes
CUST00712,male,34,california,11,Month-to-month,No,Bank transfer,40.21,419.73,Yes,No,no,
CUST00294,Female,41,California,51,month-to-month,DSL,Bank transfer,59.3,2710.88,Y,Yes,Yes,
CUST01006,Male,51,california,48,Month-to-month,DSL,Bank transfer,75.35,3131.14,No,yes,yes,Yes
CUST00451,Female,42,Texas,67,Two year,Fiber optic,Electronic check,74.53,5527.91,yes,Yes,Yes,No
CUST00808,Female,53,Texas,28,Two year,DSL,Bank transfer,76.21,2114.35,,Yes,No,no
CUST00268,Male,22,California,41,Two year,DSL,Mailed check,71.56,3054.65,,N,No,No
CUST00985,Male,58,california,52,Month-to-month,dsl,Credit card,83.31,3771.47,No,No,Yes,No
CUST00200,Male,50,California,11,Month-to-month,DSL,Electronic check,79.8,761.18,Yes,No,No,Yes
CUST00160,Female,42,Texas,63,Two year,FIBER OPTIC,Bank transfer,59.48,3637.77,yes,Yes,NO,no
CUST00722,Male,42,California,39,One year,Fiber optic,Credit card,21.35,808.71, No,No,Y,no
CUST00399, Male,5,Texas,35,One year,Fiber optic,Electronic check,30.22,1055.92,yes,Yes,no,0
CUST00695,Male,18,Texas,67,Month-to-month,DSL,Mailed check,90.84,6998.44,Yes,yes,yes,no
CUST01117,Male,29,California,17,Month-to-month,dsl,Mailed check,72.74,1301.12,Yes,No,yes,No
CUST00561,Female,37,California,16,Two year,DSL,electronic check,104.86,1616.85, No,No,No,
CUST01011,Male,37,TEXAS,57,One year,Fiber optic,Bank transfer,102.61,6336.59,No,No,no,N
CUST01015,Female,64,california,40,Month-to-month,DSL,Credit card,78.7,3568.65,No,yes,Yes,0
CUST01093,,18,California,68,Month-to-month,Fiber optic,Electronic check,68.67,5131.09,no,Yes,Yes,no
CUST00204,Male,38,california,9,One year,DSL,Credit card,88.22,712.38,Yes,no,Yes,Yes
CUST00034,female ,30,Texas,70,Two year,DSL,Mailed check,62.16,4650.29,No,No,No,No
CUST00768,Male,53,Texas,41,Month-to-month,Fiber optic,Bank transfer,58.36,2398.31,No,No,yes,Yes
CUST00504,female ,60,California,18,Two year,No,Bank transfer,68.28,1291.52,yes,yes,No,no
CUST01185,male,36,Florida,5,,DSL,Electronic check,43.16,232.65,Yes,No,N,Y
CUST00090,male,40,California,48,Two year,Fiber optic,Electronic check,101.17,5457.3,no,Yes,No,no
CUST00888,F,18,California,27,Two year,DSL,Mailed check,115.75,3274.49,Y,N,no,Yes
CUST00560,Female,75,New York,18,One year,DSL,Bank transfer,47.11,876.05,Yes,No,yes,Yes
CUST00769,Male,62,California,47,Month-to-month,No,Mailed check,79.67,4104.58,No,Yes,No,Y
CUST00240,female ,27, Florida,6,Month-to-month,No,Mailed check,39.62,261.52,N,no,No,No
CUST00066,Male,38,Texas,9,,DSL,Credit card,26.81,265.13,No,No,Yes,N
CUST00314,Female,43,California,33,Month-to-month,No,Mailed check,31.34,1021.9,Yes,No,No,Yes
CUST00594,Male,20,Texas,26,Month-to-month,Fiber optic,,103.84,2391.7,Yes,No,No,No
CUST00385,Male,32,california,50,Two year,,Electronic check,34.88,1910.6,no,Yes,No,no
CUST00165,Male,18,California,50,Two year,DSL,Electronic check,92.56,4556.66,No,No,N,no
CUST00833,Male,73,New York,33,Month-to-month,Fiber optic,Electronic check,62.07,2296.21,No,no,No,Yes
CUST00020,Female,52,California,50,One year,DSL,Credit card,42.8,2004.79,yes,No,Yes,no
CUST00640,Female,55,TEXAS,67,One year,No,Credit card,31.43,2074.55,Yes,No,No,no
CUST01142,Female,56,TEXAS,59,One year,Fiber optic,Bank transfer,98.89,5624.83,No,yes,No,Y
CUST00824,Female,51,New York,42,Two year,fiber optic,Electronic check,26.69,1262.54,Yes,Yes,,No
CUST00558,Male,44,New York,62,Two year,DSL,Electronic check,33.08,1893.36,N,Y,No,No
CUST01183,female ,18,Texas,69,One year,Fiber optic,Bank transfer,79.39,4980.41,No,No,No,No
CUST00680,Female,20,TEXAS,5,Month-to-month,DSL,Credit card,64.47,286.02,No,Yes,No,0
CUST00947,Male,24,California,64,Month-to-month,DSL,Bank transfer,85.6,4816.38,No,No,No,No
CUST00188,Male,66,TEXAS,16,Month-to-month,DSL,,92.17,1454.81,No,No,Yes,no
CUST00965,Male,24,Texas,70,ONE YEAR,No,Mailed check,33.0,2622.23,No,Yes,NO,No
CUST00692,Female,49,TEXAS,34,Month-to-month,No,CREDIT CARD,34.93,1307.32,No,No,No,No
CUST00506,Female,55,Texas,32,month-to-month,FIBER OPTIC,Bank transfer,19.06,558.31,Yes,Yes,No,Yes
CUST01071,Female,43,California,8,One year,DSL,Mailed check,32.87,292.0,yes,N,No,No
CUST00470,Female,51,Texas,18,Two year,Fiber optic,Electronic check,80.38,1301.45,Yes,Yes,NO,N
CUST00849,Male,40,Texas,15,One year,No,Bank transfer,65.38,969.27,YES,Yes,Y,
CUST00740,Female,18,California,31,Month-to-month,Fiber optic,Credit card,53.33,1707.23,No,yes,No,No
CUST00251,F,27,TEXAS,16,Two year,Fiber optic,Bank transfer,68.24,965.87,No,Yes,No,N
CUST00021,Male,52,New York,63,Month-to-month,fiber optic,Mailed check,30.78,1694.69,Yes,No,Y,Yes
CUST00455,Male,43,New York,52,month-to-month,DSL,Credit card,104.06,5170.47,No,No,Yes,N
CUST01171,Male,43,California,5,Month-to-month,DSL,Mailed check,0.0,0.0,No,no,No,no
CUST00275,male,54,TEXAS,22,Month-to-month,Fiber optic,Credit card,106.41,2610.08,yes,No,Yes,No
CUST00945,Female,35,Texas,14,Two year,Fiber optic,Bank transfer,102.83,1355.13,no,Yes,yes,No
CUST00383,M,42,california,55,Month-to-month,Fiber optic,Bank transfer,59.4,3397.3,Yes,Yes,no,No
CUST00798,male,34,Texas,47,Month-to-month,DSL,Mailed check,21.04,1015.63,No,Yes,NO,No
CUST00341,Female,47,California,40,Month-to-month,DSL,Mailed check,84.99,3149.45,Y,No,No,Yes
CUST00762,M,30,california,4,Month-to-month,DSL,Electronic check,21.64,96.41,,Yes,no,No
CUST00129,Female,54,california,25,Month-to-month,Fiber optic,Electronic check,86.76,2180.44,No,No,No,1
CUST00862,Male,82,New York,61,One year,Fiber optic,Credit card,105.23,5839.81,yes,No,No,Y
CUST01112,M,53, Florida,59,One year,Fiber optic,Mailed check,102.9,6575.31,YES,yes,N,Yes
CUST00086,Female,34,California,41,Month-to-month,Fiber optic,Electronic check,75.32,3436.32,Yes,No,Yes,no
CUST00328,Female,65,california,1,Month-to-month,Fiber optic,Electronic check,61.1,54.05,No,Yes,Yes,No
CUST00462,Male,52,New York,36,One year,Fiber optic,Electronic check,44.34,1645.68,N,No,No,no
CUST00120,F,41,New York,25,month-to-month,DSL,Credit card,86.19,2105.06,No,No,no,No
CUST01034,F,49,California,56,month-to-month,DSL,Electronic check,28.49,1618.58,No,yes,No,Yes
CUST01084,Male,53,Texas,8,Month-to-month,No,Bank transfer,41.41,338.64,No,No,Yes,Y
CUST01118,male,44,TEXAS,51,One year,Fiber optic,Credit card,85.12,4044.32,No,No,No,No
CUST00853,male,38,California,2,One year,Fiber optic,electronic check,33.54,73.21,No,Yes,NO,yes
CUST01114,Male,65,Texas,41, Two year,DSL,Credit card,103.36,3668.98,No,No,No,No
